,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Distance to Station,Rating,Likes
566,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Fenway Park,42.34628160220596,-71.09753459530407,Baseball Stadium,40eb3d00f964a520250a1fe3,325.5967555727564,9.2,4679
567,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Pho Common,42.34883175561188,-71.09354157009206,Vietnamese Restaurant,5876ca2376f2ca2ec3393bba,162.95886069460485,8.3,14
568,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Dunkin',42.348529528972755,-71.09628270064638,Donut Shop,4be6afea9026ef3bd1db0a38,69.86934002569753,8.2,41
569,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Tsurutontan,42.348638,-71.095393,Udon Restaurant,5e30baf1f157fa000818f7af,21.037328473619272,8.2,1
570,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Dell EMC Club,42.34601643109269,-71.09799563884735,Lounge,4bcb476efb84c9b6437c1e3e,370.73066296196765,8.7,29
571,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,The Bleacher Bar,42.34703537374043,-71.09668672084808,Sports Bar,4a5d25abf964a52047bd1fe3,218.63436187601044,8.1,218
572,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,The Verb Hotel,42.34507,-71.09648,Hotel,536e8b6a498eb8a927a4a9bc,422.12931522032454,9.1,84
573,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,UBurger,42.34935111904963,-71.09497012659261,Burger Joint,4a673715f964a52000c91fe3,75.86188192865494,7.9,102
574,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,India Quality Restaurant,42.34842769894056,-71.09424005212057,Indian Restaurant,4aa59afcf964a520ed4820e3,113.3114402437285,7.9,75
575,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Cafe 472,42.34872665954257,-71.0936835840078,Café,4dc899f41f6e936efe483507,151.4616984863221,7.9,19
576,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Fenway Park Tours,42.3460710802481,-71.098430024117,Tour Provider,4ecbee7f8b813b34feacb248,386.7952031556554,8.4,48
577,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Charles River Esplanade,42.351128,-71.100407,Trail,5787bfe5498e4a619ca8f0a9,478.46035632045414,8.9,20
578,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Fenway Victory Gardens,42.345316834489594,-71.09367564450596,Garden,4b06ec3bf964a52029f322e3,415.9387216712521,8.4,38
579,MBTA Kenmore Station,42.34880275432917,-71.09551891782144,Blaze Pizza,42.344618243865725,-71.097536114587,Pizza Place,57ec47e0498e389e490041cc,493.6407742878038,8.7,63
585,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,Row 34,42.34957002214383,-71.04721510915589,Seafood Restaurant,528feaae11d20de9fd0955bd,451.4117788317759,9.2,643
590,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,by CHLOE.,42.3511137,-71.0450213,Vegetarian / Vegan Restaurant,58a36ab55490d37d6129f217,406.6853479090782,8.5,64
594,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,bartaco Seaport,42.35103083355627,-71.04715585706737,Taco Place,5b7d9b6e270ee7002cd68ca7,525.4071536443663,8.7,36
595,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,Rosa Mexicano,42.350117943149925,-71.04246046367678,Mexican Restaurant,4f8713aee4b00a625fbf240c,217.5866464715644,7.7,156
596,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,Residence Inn by Marriott Boston Downtown/Seaport,42.350141,-71.0479078,Hotel,51c3018e498e5c6197981ae7,528.2497395964521,8.6,50
599,MBTA World Trade Center Station,42.348181034057276,-71.04206652955698,Caffè Nero,42.350291181238624,-71.0480589526978,Coffee Shop,573db5d2498e2903b5f5d138,546.5647826774942,8.6,74
